AuthorName,EssayName,ParagraphNumber,CharacterName         ,Dialogue                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,compound,VADER_Sentiment,BERT_Sentiment,BERT_Emotion,Dominant_Topic,Topic_Perc_Contrib ,Keywords
Aeschylus ,Agamemnon,18             ,Chorus                ,"What have you said?  The meaning of your words has escaped me, so incredible they seemed."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0.0     ,positive       ,positive      ,joy         ,Topic 5       ,0.5249000191688538 ,"[['know', 16.36], ['say', 14.8], ['tell', 13.08], ['speak', 9.95], ['ah', 9.1], ['see', 8.46], ['man', 8.29], ['come', 7.5], ['thing', 6.63], ['yes', 5.83]]"
Aeschylus ,Agamemnon,19             ,Clytaemestra          ,I said that  Troy  is in the hands of the Achaeans. Is my meaning clear?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0.3818  ,positive       ,negative      ,anger       ,Topic 2       ,0.5185999870300293 ,"[['one', 15.19], ['ship', 12.26], ['child', 11.74], ['came', 9.95], ['odysseus', 9.18], ['head', 9.08], ['son', 9.08], ['sea', 8.28], ['horse', 7.64], ['ajax', 7.62]]"
Aeschylus ,Agamemnon,20             ,Chorus                ," Joy steals over me, and it challenges my tears."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,-0.0258 ,negative       ,positive      ,joy         ,Topic 1       ,0.5421000123023987 ,"[['man', 15.42], ['father', 12.72], ['come', 10.84], ['one', 10.72], ['would', 10.5], ['god', 8.97], ['word', 8.61], ['let', 7.74], ['know', 7.45], ['may', 7.03]]"
Aeschylus ,Agamemnon,21             ,Clytaemestra          ,"Sure enough, for your eye betrays your loyal heart."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0.2263  ,positive       ,positive      ,anger       ,Topic 1       ,0.6694999933242798 ,"[['man', 15.42], ['father', 12.72], ['come', 10.84], ['one', 10.72], ['would', 10.5], ['god', 8.97], ['word', 8.61], ['let', 7.74], ['know', 7.45], ['may', 7.03]]"
Aeschylus ,Agamemnon,22             ,Chorus                ,What then is the proof?  Have you evidence of this?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0.0     ,positive       ,negative      ,neutral     ,Topic 2       ,0.3885999917984009 ,"[['one', 15.19], ['ship', 12.26], ['child', 11.74], ['came', 9.95], ['odysseus', 9.18], ['head', 9.08], ['son', 9.08], ['sea', 8.28], ['horse', 7.64], ['ajax', 7.62]]"
Aeschylus ,Agamemnon,23             ,Clytaemestra          ,"I have, indeed; unless some god has played me false."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0.5423  ,positive       ,negative      ,fear        ,Topic 6       ,0.6779000163078308 ,"[['may', 13.25], ['god', 12.32], ['son', 10.52], ['one', 10.25], ['man', 10.09], ['come', 9.71], ['father', 9.03], ['men', 8.57], ['must', 8.4], ['land', 7.85]]"
Aeschylus ,Agamemnon,24             ,Chorus                ,Do you believe the persuasive visions of dreams?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,0.5574  ,positive       ,positive      ,neutral     ,Topic 1       ,0.8313000202178955 ,"[['man', 15.42], ['father', 12.72], ['come', 10.84], ['one', 10.72], ['would', 10.5], ['god', 8.97], ['word', 8.61], ['let', 7.74], ['know', 7.45], ['may', 7.03]]"
Aeschylus ,Agamemnon,25             ,Clytaemestra          ,I would not heed the fancies of a slumbering brain.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0.0     ,positive       ,positive      ,sadness     ,Topic 3       ,0.527400016784668  ,"[['shall', 23.19], ['yet', 11.63], ['thy', 10.99], ['must', 10.91], ['thou', 7.42], ['men', 7.32], ['thee', 7.29], ['greek', 7.18], ['come', 7.04], ['pain', 7.03]]"
Aeschylus ,Agamemnon,26             ,Chorus                ,But can it be some pleasing rumor that has fed your hopes?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0.7351  ,positive       ,positive      ,joy         ,Topic 4       ,0.4332999885082245 ,"[['god', 20.91], ['zeus', 15.33], ['like', 9.56], ['land', 8.45], ['cry', 8.26], ['mother', 7.79], ['lord', 7.79], ['earth', 7.68], ['woman', 7.19], ['come', 7.04]]"
Aeschylus ,Agamemnon,27             ,Clytaemestra          ,Truly you scorn my understanding as if it were a child's.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,0.0516  ,positive       ,negative      ,anger       ,Topic 6       ,0.832099974155426  ,"[['may', 13.25], ['god', 12.32], ['son', 10.52], ['one', 10.25], ['man', 10.09], ['come', 9.71], ['father', 9.03], ['men', 8.57], ['must', 8.4], ['land', 7.85]]"
Aeschylus ,Agamemnon,28             ,Chorus                ,But at what time was the city destroyed?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,-0.4939 ,negative       ,negative      ,anger       ,Topic 6       ,0.789900004863739  ,"[['may', 13.25], ['god', 12.32], ['son', 10.52], ['one', 10.25], ['man', 10.09], ['come', 9.71], ['father', 9.03], ['men', 8.57], ['must', 8.4], ['land', 7.85]]"
Aeschylus ,Agamemnon,29             ,Clytaemestra          ,"In the night, I say, that has but now given birth to this day here."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0.0     ,positive       ,positive      ,joy         ,Topic 1       ,0.8596000075340271 ,"[['man', 15.42], ['father', 12.72], ['come', 10.84], ['one', 10.72], ['would', 10.5], ['god', 8.97], ['word', 8.61], ['let', 7.74], ['know', 7.45], ['may', 7.03]]"
Aeschylus ,Agamemnon,30             ,Chorus                ,And what messenger could reach here with such speed?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0258  ,positive       ,negative      ,neutral     ,Topic 6       ,0.8324999809265137 ,"[['may', 13.25], ['god', 12.32], ['son', 10.52], ['one', 10.25], ['man', 10.09], ['come', 9.71], ['father', 9.03], ['men', 8.57], ['must', 8.4], ['land', 7.85]]"
Aeschylus ,Agamemnon,31             ,Clytaemestra          ,"Hephaestus, from Ida speeding forth his brilliant blaze.  Beacon passed beacon on to us by courier-flame: Ida, to the Hermaean crag in  Lemnos ; to the mighty blaze upon the island succeeded, third, the summit of  Athos  sacred to Zeus; and, soaring high aloft so as to leap across the sea, the flame, travelling joyously onward in its strength  the pinewood torch, its golden-beamed light, as another sun, passing the message on to the watchtowers of Macistus. He, delaying not nor carelessly overcome by sleep, did not neglect his part as messenger.  Far over Euripus' stream came the beacon-light and signalled to the watchmen on Messapion.  They, kindling a heap of withered heather, lit up their answering blaze and sped the message on.  The flame, now gathering strength and in no way dimmed, like a radiant moon overleaped the plain of Asopus to Cithaeron's ridges, and roused another relay of missive fire. Nor did the warders there disdain the far-flung light, but made a blaze higher than their commands. Across Gorgopus' water shot the light, reached the mount of Aegiplanctus, and urged the ordinance of fire to make no delay. Kindling high with unstinted force a mighty beard of flame, they sped it forward so that, as it blazed, it passed even the headland that looks upon the Saronic gulf; until it swooped down when it reached the lookout, near to our city, upon the peak of Arachnaeus; and next upon this roof of the Atreidae it leapt, this very fire not undescended from the Idaean flame. Such are the torch-bearers I have arranged, completing the course in succession one to the other; and the victor is he who ran both first and last.  This is the kind of proof and token I give you, the message of my husband from  Troy  to me."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0.0814  ,positive       ,positive      ,joy         ,Topic 1       ,0.5939000248908997 ,"[['man', 15.42], ['father', 12.72], ['come', 10.84], ['one', 10.72], ['would', 10.5], ['god', 8.97], ['word', 8.61], ['let', 7.74], ['know', 7.45], ['may', 7.03]]"
